replicate,sampled_years,threshold
377,2023|2024|2020|2017|2022|2017|2016|2023|2023|2024,z<-1
378,2017|2018|2021|2021|2022|2018|2025|2022|2025|2021,z<-1
379,2020|2016|2023|2024|2020|2019|2018|2021|2022|2024,z<-1
380,2023|2024|2025|2025|2017|2022|2024|2019|2016|2018,z<-1
381,2019|2019|2016|2017|2024|2022|2025|2020|2021|2020,z<-1
382,2020|2025|2023|2020|2023|2024|2023|2025|2020|2023,z<-1
383,2021|2017|2019|2020|2025|2016|2025|2022|2020|2020,z<-1
384,2021|2021|2025|2023|2020|2025|2025|2019|2024|2025,z<-1
385,2019|2023|2025|2024|2017|2022|2017|2024|2024|2018,z<-1
386,2025|2018|2017|2024|2022|2019|2020|2019|2017|2023,z<-1
387,2018|2016|2017|2021|2025|2020|2022|2025|2022|2021,z<-1
388,2023|2024|2018|2024|2017|2018|2020|2022|2023|2017,z<-1
389,2018|2025|2022|2024|2021|2025|2018|2020|2018|2020,z<-1
390,2019|2021|2016|2016|2017|2022|2017|2018|2019|2017,z<-1
391,2024|2020|2017|2025|2018|2021|2021|2018|2024|2020,z<-1
392,2021|2024|2017|2023|2023|2025|2022|2024|2021|2024,z<-1
393,2018|2020|2024|2021|2022|2025|2021|2019|2025|2025,z<-1
394,2020|2025|2019|2017|2023|2017|2024|2016|2022|2022,z<-1
395,2019|2020|2022|2023|2016|2016|2020|2016|2020|2017,z<-1
396,2018|2019|2023|2023|2016|2019|2021|2022|2025|2018,z<-1
397,2023|2016|2023|2023|2020|2024|2018|2021|2020|2018,z<-1
398,2021|2016|2017|2022|2025|2019|2018|2017|2022|2022,z<-1
399,2019|2023|2018|2021|2019|2024|2017|2025|2022|2020,z<-1
400,2024|2023|2018|2017|2025|2019|2023|2016|2021|2023,z<-1
401,2016|2017|2021|2020|2022|2022|2019|2018|2024|2023,z<-1
402,2023|2023|2017|2022|2018|2019|2019|2023|2017|2018,z<-1
403,2016|2020|2018|2024|2025|2017|2021|2022|2017|2021,z<-1
404,2016|2016|2016|2021|2016|2019|2017|2017|2025|2021,z<-1
405,2021|2024|2023|2017|2024|2023|2022|2024|2017|2025,z<-1
406,2019|2016|2019|2022|2017|2019|2021|2017|2023|2022,z<-1
407,2020|2021|2023|2016|2016|2019|2021|2024|2020|2017,z<-1
408,2022|2025|2018|2019|2020|2017|2021|2025|2025|2021,z<-1
409,2021|2020|2018|2019|2016|2022|2024|2024|2017|2022,z<-1
410,2016|2022|2024|2017|2018|2020|2019|2021|2018|2017,z<-1
411,2021|2024|2025|2024|2025|2022|2024|2022|2019|2025,z<-1
412,2018|2021|2016|2019|2018|2021|2016|2019|2024|2023,z<-1
413,2023|2025|2019|2023|2017|2022|2019|2022|2018|2021,z<-1
414,2022|2018|2018|2016|2017|2022|2023|2022|2016|2024,z<-1
415,2020|2025|2022|2025|2016|2023|2019|2025|2018|2017,z<-1
416,2021|2016|2016|2016|2018|2018|2016|2018|2024|2021,z<-1
417,2023|2019|2019|2017|2022|2023|2017|2017|2023|2020,z<-1
418,2018|2022|2022|2017|2016|2024|2023|2022|2025|2016,z<-1
419,2023|2021|2023|2024|2016|2017|2020|2020|2020|2024,z<-1
420,2018|2018|2021|2022|2024|2019|2022|2018|2016|2021,z<-1
421,2023|2018|2018|2023|2022|2020|2019|2017|2018|2025,z<-1
422,2021|2019|2021|2022|2024|2021|2020|2020|2017|2022,z<-1
423,2017|2024|2016|2017|2025|2020|2017|2023|2025|2018,z<-1
424,2024|2025|2020|2019|2018|2023|2016|2018|2018|2016,z<-1
425,2021|2023|2020|2018|2017|2022|2024|2017|2025|2019,z<-1
426,2020|2016|2018|2017|2025|2016|2025|2018|2021|2021,z<-1
427,2016|2025|2024|2025|2022|2024|2024|2020|2024|2016,z<-1
428,2023|2023|2017|2024|2023|2017|2017|2023|2020|2017,z<-1
429,2016|2023|2019|2016|2021|2021|2016|2018|2018|2024,z<-1
430,2021|2024|2023|2020|2022|2021|2024|2024|2020|2020,z<-1
431,2019|2017|2018|2018|2020|2018|2018|2024|2022|2025,z<-1
432,2021|2016|2020|2020|2019|2019|2019|2025|2024|2017,z<-1
433,2017|2022|2016|2023|2017|2016|2021|2020|2024|2022,z<-1
434,2025|2016|2016|2022|2017|2017|2020|2024|2019|2023,z<-1
435,2020|2025|2021|2023|2022|2018|2017|2020|2023|2018,z<-1
436,2021|2023|2024|2021|2023|2017|2020|2017|2021|2016,z<-1
437,2020|2019|2017|2025|2019|2016|2022|2020|2016|2025,z<-1
438,2025|2025|2020|2025|2022|2018|2021|2021|2018|2019,z<-1
439,2021|2018|2023|2023|2016|2023|2018|2020|2020|2023,z<-1
440,2017|2021|2021|2019|2023|2019|2018|2018|2025|2020,z<-1
441,2022|2023|2024|2021|2022|2022|2024|2022|2024|2022,z<-1
442,2016|2021|2020|2020|2023|2020|2020|2018|2020|2019,z<-1
443,2022|2023|2017|2023|2017|2017|2023|2023|2022|2016,z<-1
444,2024|2024|2017|2016|2021|2021|2018|2018|2025|2021,z<-1
445,2022|2024|2018|2022|2019|2020|2025|2021|2020|2025,z<-1
446,2023|2025|2022|2021|2022|2020|2018|2023|2020|2016,z<-1
447,2019|2024|2023|2022|2023|2023|2023|2025|2018|2019,z<-1
448,2024|2024|2017|2025|2019|2022|2019|2019|2018|2025,z<-1
449,2022|2025|2025|2016|2021|2021|2021|2017|2023|2021,z<-1
450,2019|2016|2025|2017|2025|2017|2023|2025|2021|2021,z<-1
451,2019|2016|2025|2022|2018|2017|2017|2025|2023|2025,z<-1
452,2021|2017|2024|2018|2021|2016|2018|2020|2020|2017,z<-1
453,2024|2017|2022|2017|2017|2025|2016|2017|2018|2025,z<-1
454,2019|2022|2024|2016|2021|2019|2025|2021|2017|2018,z<-1
455,2022|2019|2016|2017|2024|2017|2017|2016|2023|2019,z<-1
456,2020|2017|2023|2021|2016|2020|2020|2018|2021|2024,z<-1
457,2020|2024|2021|2025|2021|2017|2017|2023|2017|2018,z<-1
458,2019|2021|2025|2017|2023|2018|2016|2020|2018|2020,z<-1
459,2018|2016|2021|2025|2023|2019|2019|2019|2017|2022,z<-1
460,2021|2019|2019|2016|2022|2022|2020|2022|2016|2023,z<-1
461,2022|2016|2017|2018|2019|2022|2024|2020|2022|2024,z<-1
462,2022|2021|2019|2021|2022|2020|2017|2019|2024|2021,z<-1
463,2023|2018|2024|2017|2018|2025|2023|2025|2022|2019,z<-1
464,2022|2025|2023|2022|2020|2019|2025|2020|2024|2024,z<-1
465,2024|2017|2023|2016|2021|2022|2024|2018|2019|2022,z<-1
466,2016|2017|2021|2024|2024|2019|2018|2025|2022|2020,z<-1
467,2016|2021|2017|2020|2016|2023|2022|2020|2022|2020,z<-1
468,2023|2017|2023|2023|2021|2025|2019|2021|2018|2022,z<-1
469,2018|2025|2024|2024|2025|2021|2023|2022|2021|2022,z<-1
470,2025|2020|2016|2023|2022|2020|2023|2022|2019|2018,z<-1
471,2020|2016|2020|2019|2020|2020|2023|2023|2017|2018,z<-1
472,2020|2025|2018|2019|2021|2018|2018|2016|2016|2021,z<-1
473,2022|2023|2020|2025|2020|2017|2020|2017|2017|2019,z<-1
474,2025|2018|2017|2016|2023|2021|2025|2025|2017|2022,z<-1
475,2025|2016|2019|2024|2019|2024|2023|2016|2024|2018,z<-1
476,2023|2017|2021|2024|2022|2017|2017|2018|2018|2023,z<-1
477,2019|2018|2018|2025|2019|2025|2024|2022|2024|2016,z<-1
478,2019|2025|2022|2017|2016|2021|2021|2017|2024|2018,z<-1
479,2018|2017|2016|2020|2019|2022|2016|2016|2017|2024,z<-1
480,2024|2022|2022|2017|2019|2022|2024|2024|2025|2016,z<-1
481,2016|2018|2022|2025|2018|2016|2022|2016|2022|2018,z<-1
482,2019|2024|2018|2016|2016|2022|2016|2021|2023|2018,z<-1
483,2022|2022|2025|2024|2022|2023|2021|2023|2017|2023,z<-1
484,2018|2020|2023|2024|2025|2021|2016|2020|2024|2024,z<-1
485,2022|2019|2023|2024|2025|2020|2024|2020|2019|2016,z<-1
486,2017|2023|2018|2022|2023|2017|2023|2024|2019|2021,z<-1
487,2018|2023|2019|2016|2021|2020|2020|2025|2023|2017,z<-1
488,2023|2025|2017|2021|2025|2022|2017|2025|2019|2020,z<-1
489,2025|2019|2017|2025|2020|2019|2018|2019|2019|2022,z<-1
490,2019|2023|2022|2024|2023|2024|2023|2017|2018|2025,z<-1
491,2018|2025|2022|2018|2024|2025|2018|2023|2016|2020,z<-1
492,2016|2016|2024|2021|2023|2017|2025|2020|2025|2017,z<-1
493,2024|2020|2016|2019|2017|2017|2016|2021|2016|2024,z<-1
494,2020|2018|2025|2019|2024|2024|2017|2018|2020|2024,z<-1
495,2023|2023|2024|2016|2018|2022|2019|2025|2021|2024,z<-1
496,2016|2022|2016|2025|2021|2022|2024|2023|2020|2024,z<-1
497,2018|2022|2021|2018|2019|2018|2025|2016|2024|2017,z<-1
498,2023|2017|2018|2020|2017|2021|2021|2016|2016|2025,z<-1
499,2023|2021|2025|2025|2017|2022|2019|2019|2025|2019,z<-1
500,2018|2019|2023|2025|2021|2025|2016|2024|2020|2024,z<-1
501,2024|2018|2017|2022|2019|2025|2017|2023|2019|2024,z<-1
502,2017|2023|2016|2017|2020|2018|2023|2021|2021|2024,z<-1
503,2021|2018|2024|2016|2023|2022|2025|2023|2018|2024,z<-1
504,2022|2023|2022|2019|2020|2018|2023|2023|2017|2023,z<-1
505,2024|2021|2019|2023|2022|2021|2018|2018|2024|2025,z<-1
506,2021|2016|2019|2021|2023|2016|2019|2021|2017|2023,z<-1
507,2018|2024|2022|2025|2023|2024|2020|2016|2020|2022,z<-1
508,2018|2022|2019|2024|2020|2022|2017|2016|2023|2019,z<-1
509,2018|2024|2016|2018|2024|2025|2025|2019|2018|2019,z<-1
510,2022|2019|2024|2025|2025|2019|2018|2017|2020|2020,z<-1
511,2017|2017|2016|2025|2017|2024|2023|2016|2022|2019,z<-1
512,2021|2019|2019|2020|2021|2025|2017|2022|2025|2017,z<-1
513,2019|2016|2018|2020|2021|2022|2025|2022|2019|2018,z<-1
514,2020|2018|2023|2025|2024|2024|2021|2023|2020|2023,z<-1
515,2020|2022|2016|2019|2025|2020|2018|2018|2017|2023,z<-1
516,2025|2024|2021|2018|2025|2019|2023|2020|2018|2020,z<-1
517,2019|2025|2024|2022|2020|2024|2025|2021|2016|2021,z<-1
518,2016|2023|2024|2022|2017|2025|2020|2016|2020|2025,z<-1
519,2019|2019|2020|2019|2023|2019|2025|2020|2020|2023,z<-1
520,2025|2018|2020|2017|2022|2025|2018|2022|2024|2022,z<-1
521,2020|2016|2019|2017|2021|2018|2020|2023|2017|2022,z<-1
522,2023|2022|2022|2019|2017|2016|2020|2025|2017|2020,z<-1
523,2023|2020|2018|2022|2023|2024|2020|2025|2020|2020,z<-1
524,2024|2022|2025|2025|2022|2018|2018|2018|2024|2019,z<-1
525,2017|2019|2024|2017|2024|2024|2021|2023|2018|2016,z<-1
526,2020|2017|2016|2021|2023|2017|2025|2021|2018|2022,z<-1
527,2022|2021|2018|2025|2019|2025|2020|2024|2016|2021,z<-1
528,2021|2017|2019|2024|2016|2016|2018|2025|2016|2018,z<-1
529,2025|2024|2023|2016|2025|2019|2019|2023|2017|2018,z<-1
530,2016|2022|2024|2022|2021|2020|2016|2020|2024|2020,z<-1
531,2018|2016|2018|2016|2025|2022|2021|2024|2023|2024,z<-1
532,2021|2022|2019|2019|2018|2017|2019|2017|2016|2025,z<-1
533,2019|2022|2020|2018|2018|2024|2023|2024|2016|2025,z<-1
534,2020|2024|2018|2021|2018|2023|2024|2025|2019|2016,z<-1
535,2018|2020|2017|2021|2018|2017|2024|2023|2017|2023,z<-1
536,2016|2019|2016|2020|2022|2021|2025|2024|2023|2019,z<-1
537,2024|2025|2025|2017|2024|2016|2016|2019|2018|2019,z<-1
538,2020|2016|2016|2022|2018|2021|2020|2020|2017|2020,z<-1
539,2018|2022|2022|2018|2021|2021|2016|2021|2023|2024,z<-1
540,2022|2018|2016|2022|2025|2016|2021|2018|2024|2016,z<-1
541,2024|2022|2023|2016|2023|2024|2019|2020|2025|2024,z<-1
542,2019|2024|2021|2017|2019|2017|2023|2022|2016|2017,z<-1
543,2021|2025|2019|2021|2018|2019|2021|2025|2021|2019,z<-1
544,2017|2019|2023|2023|2017|2024|2020|2016|2022|2020,z<-1
545,2016|2019|2020|2019|2025|2022|2018|2017|2016|2018,z<-1
546,2018|2020|2017|2020|2023|2016|2024|2016|2018|2018,z<-1
547,2024|2016|2016|2024|2017|2021|2024|2024|2017|2020,z<-1
548,2017|2016|2019|2017|2020|2024|2023|2020|2020|2023,z<-1
549,2025|2020|2022|2024|2019|2017|2020|2021|2023|2023,z<-1
550,2024|2022|2018|2020|2020|2019|2018|2021|2017|2023,z<-1
551,2023|2025|2021|2023|2021|2022|2025|2016|2019|2024,z<-1
552,2022|2016|2022|2020|2023|2021|2023|2024|2020|2022,z<-1
553,2023|2018|2022|2017|2018|2018|2021|2024|2022|2017,z<-1
554,2019|2021|2017|2025|2025|2016|2017|2022|2016|2018,z<-1
555,2025|2020|2020|2025|2024|2021|2025|2025|2019|2020,z<-1
556,2022|2019|2018|2017|2021|2017|2020|2020|2017|2018,z<-1
557,2020|2020|2025|2024|2019|2016|2023|2022|2023|2020,z<-1
558,2024|2021|2024|2019|2017|2023|2019|2022|2022|2017,z<-1
559,2018|2022|2021|2017|2017|2019|2019|2023|2017|2025,z<-1
560,2017|2022|2024|2024|2020|2025|2020|2017|2021|2018,z<-1
561,2017|2023|2018|2020|2017|2023|2016|2016|2019|2019,z<-1
562,2022|2019|2021|2018|2023|2023|2021|2021|2018|2024,z<-1
563,2016|2016|2024|2016|2021|2022|2016|2019|2019|2016,z<-1
564,2016|2017|2020|2022|2024|2019|2016|2025|2021|2023,z<-1
565,2025|2020|2025|2019|2018|2022|2022|2018|2020|2024,z<-1
566,2021|2021|2018|2019|2019|2024|2025|2016|2024|2025,z<-1
567,2023|2016|2019|2019|2016|2022|2025|2025|2020|2017,z<-1
568,2019|2021|2022|2016|2019|2022|2022|2018|2021|2025,z<-1
569,2017|2023|2018|2019|2025|2016|2020|2016|2023|2025,z<-1
570,2019|2022|2024|2020|2017|2025|2020|2018|2023|2022,z<-1
571,2019|2016|2016|2025|2017|2016|2023|2023|2022|2020,z<-1
572,2021|2024|2016|2024|2020|2016|2017|2020|2022|2021,z<-1
573,2021|2024|2022|2016|2016|2025|2020|2020|2024|2018,z<-1
574,2016|2021|2025|2021|2018|2021|2020|2018|2020|2024,z<-1
575,2021|2017|2022|2021|2023|2021|2017|2019|2023|2020,z<-1
576,2017|2024|2021|2025|2018|2020|2020|2022|2022|2019,z<-1
577,2020|2020|2021|2017|2022|2021|2018|2020|2016|2021,z<-1
578,2019|2021|2025|2019|2019|2017|2025|2023|2019|2020,z<-1
579,2025|2024|2019|2020|2021|2019|2022|2016|2020|2022,z<-1
580,2018|2023|2022|2018|2024|2022|2022|2021|2021|2019,z<-1
581,2021|2024|2019|2025|2022|2019|2023|2017|2016|2021,z<-1
582,2018|2020|2022|2022|2016|2021|2025|2022|2023|2016,z<-1
583,2023|2023|2021|2021|2022|2017|2018|2016|2016|2020,z<-1
584,2024|2023|2021|2025|2018|2020|2021|2017|2019|2020,z<-1
585,2024|2018|2016|2017|2020|2017|2023|2018|2021|2022,z<-1
586,2022|2021|2023|2025|2025|2021|2022|2019|2018|2021,z<-1
587,2017|2021|2025|2019|2023|2019|2024|2020|2020|2016,z<-1
588,2016|2019|2017|2023|2024|2025|2022|2023|2020|2024,z<-1
589,2017|2021|2017|2025|2019|2018|2021|2023|2019|2021,z<-1
590,2020|2016|2024|2017|2018|2017|2019|2022|2017|2021,z<-1
591,2019|2018|2022|2023|2022|2020|2023|2024|2025|2022,z<-1
592,2019|2020|2022|2024|2018|2024|2024|2021|2021|2023,z<-1
593,2020|2017|2025|2020|2016|2018|2020|2018|2017|2022,z<-1
594,2025|2021|2020|2022|2018|2017|2020|2018|2024|2021,z<-1
595,2024|2022|2019|2022|2020|2021|2021|2025|2020|2024,z<-1
596,2023|2024|2022|2024|2021|2017|2023|2017|2019|2020,z<-1
597,2023|2020|2024|2019|2023|2018|2018|2023|2021|2018,z<-1
598,2021|2017|2019|2024|2022|2016|2024|2025|2020|2020,z<-1
599,2016|2018|2025|2025|2024|2025|2021|2021|2016|2020,z<-1
600,2025|2023|2024|2017|2023|2017|2023|2022|2024|2021,z<-1
601,2017|2025|2016|2022|2023|2024|2021|2021|2022|2017,z<-1
602,2021|2018|2018|2016|2021|2020|2020|2023|2024|2021,z<-1
603,2025|2017|2018|2022|2020|2025|2017|2019|2018|2021,z<-1
604,2019|2019|2016|2020|2024|2024|2021|2018|2025|2018,z<-1
605,2019|2016|2019|2024|2017|2021|2017|2017|2018|2019,z<-1
606,2016|2022|2019|2019|2017|2021|2024|2019|2018|2016,z<-1
607,2016|2019|2017|2025|2022|2025|2021|2018|2019|2023,z<-1
608,2018|2021|2020|2023|2024|2021|2020|2016|2025|2024,z<-1
609,2023|2022|2025|2021|2021|2022|2022|2022|2021|2021,z<-1
610,2025|2017|2021|2018|2020|2020|2023|2020|2020|2022,z<-1
611,2022|2021|2019|2016|2023|2020|2021|2017|2023|2019,z<-1
612,2020|2017|2018|2023|2024|2020|2022|2018|2022|2021,z<-1
613,2022|2023|2018|2021|2022|2017|2024|2025|2025|2016,z<-1
614,2022|2019|2022|2016|2022|2023|2023|2025|2017|2019,z<-1
615,2025|2023|2018|2020|2023|2016|2024|2022|2021|2019,z<-1
616,2024|2022|2021|2019|2021|2019|2016|2023|2024|2019,z<-1
617,2023|2025|2017|2018|2019|2022|2016|2019|2016|2020,z<-1
618,2016|2016|2018|2018|2023|2018|2017|2024|2016|2021,z<-1
619,2024|2019|2025|2025|2020|2020|2023|2022|2016|2019,z<-1
620,2024|2024|2020|2022|2019|2019|2018|2021|2023|2018,z<-1
621,2022|2024|2018|2018|2020|2017|2022|2022|2022|2025,z<-1
622,2017|2025|2017|2020|2023|2016|2018|2020|2019|2023,z<-1
623,2017|2017|2017|2019|2022|2024|2025|2022|2017|2019,z<-1
624,2024|2021|2019|2017|2020|2016|2024|2024|2016|2024,z<-1
625,2023|2021|2016|2023|2017|2023|2022|2024|2025|2017,z<-1
626,2019|2017|2017|2022|2023|2022|2021|2016|2016|2023,z<-1
627,2018|2021|2019|2019|2024|2021|2023|2025|2022|2023,z<-1
628,2019|2020|2023|2019|2025|2019|2020|2019|2021|2025,z<-1
629,2016|2024|2024|2017|2024|2017|2021|2024|2021|2018,z<-1
630,2020|2023|2019|2023|2025|2023|2024|2019|2018|2020,z<-1
631,2025|2017|2025|2016|2020|2020|2025|2023|2023|2021,z<-1
632,2017|2025|2018|2025|2022|2020|2018|2018|2024|2018,z<-1
633,2020|2021|2019|2022|2016|2018|2018|2023|2019|2017,z<-1
634,2017|2021|2017|2025|2016|2021|2019|2025|2018|2019,z<-1
635,2024|2020|2019|2017|2016|2024|2018|2023|2024|2019,z<-1
636,2016|2016|2018|2021|2024|2021|2017|2025|2019|2019,z<-1
637,2021|2022|2024|2023|2025|2023|2024|2016|2020|2016,z<-1
638,2019|2017|2025|2021|2023|2022|2023|2019|2023|2017,z<-1
639,2018|2020|2016|2017|2019|2019|2018|2016|2016|2025,z<-1
640,2020|2021|2021|2018|2025|2021|2019|2016|2025|2020,z<-1
641,2021|2024|2025|2017|2022|2024|2016|2020|2020|2019,z<-1
642,2024|2024|2018|2017|2024|2023|2022|2019|2022|2019,z<-1
643,2024|2021|2024|2025|2020|2023|2025|2022|2025|2020,z<-1
644,2024|2019|2016|2018|2018|2020|2023|2023|2019|2016,z<-1
645,2017|2016|2017|2017|2021|2022|2018|2016|2017|2023,z<-1
646,2017|2016|2021|2022|2019|2020|2022|2016|2022|2022,z<-1
647,2023|2018|2023|2022|2017|2025|2017|2021|2023|2016,z<-1
648,2022|2023|2016|2021|2022|2019|2025|2017|2022|2021,z<-1
649,2021|2024|2024|2022|2021|2025|2024|2020|2018|2017,z<-1
650,2022|2016|2024|2021|2017|2017|2016|2025|2020|2020,z<-1
651,2018|2018|2025|2016|2022|2024|2021|2016|2019|2018,z<-1
652,2025|2017|2017|2021|2023|2019|2023|2022|2018|2023,z<-1
653,2019|2017|2016|2021|2018|2024|2025|2019|2021|2025,z<-1
654,2024|2024|2016|2023|2017|2019|2024|2024|2016|2022,z<-1
655,2022|2017|2017|2022|2023|2020|2017|2021|2016|2016,z<-1
656,2021|2017|2025|2025|2021|2016|2024|2019|2023|2023,z<-1
657,2025|2020|2021|2018|2020|2023|2019|2021|2020|2020,z<-1
658,2018|2020|2017|2025|2025|2016|2022|2017|2016|2017,z<-1
659,2021|2018|2024|2025|2024|2022|2017|2017|2023|2018,z<-1
660,2020|2016|2019|2023|2017|2022|2025|2021|2020|2021,z<-1
661,2018|2022|2023|2021|2018|2024|2017|2017|2022|2020,z<-1
662,2019|2021|2018|2018|2017|2019|2018|2016|2022|2016,z<-1
663,2016|2016|2020|2021|2021|2024|2023|2021|2018|2024,z<-1
664,2022|2018|2020|2019|2018|2025|2023|2018|2025|2023,z<-1
665,2016|2024|2025|2019|2024|2025|2018|2025|2018|2022,z<-1
666,2024|2021|2017|2025|2024|2025|2020|2024|2024|2020,z<-1
667,2022|2016|2023|2018|2021|2019|2017|2025|2019|2018,z<-1
668,2020|2017|2019|2017|2018|2022|2022|2024|2021|2016,z<-1
669,2025|2016|2022|2025|2016|2019|2024|2023|2019|2024,z<-1
670,2020|2018|2016|2023|2016|2019|2016|2019|2024|2017,z<-1
671,2019|2019|2020|2021|2019|2018|2025|2018|2018|2023,z<-1
672,2024|2018|2022|2021|2017|2023|2024|2021|2016|2024,z<-1
673,2017|2016|2025|2018|2025|2023|2022|2024|2018|2024,z<-1
674,2022|2025|2019|2020|2023|2017|2022|2016|2021|2020,z<-1
675,2025|2025|2020|2016|2024|2022|2023|2024|2024|2020,z<-1
676,2019|2019|2024|2024|2024|2016|2025|2018|2023|2022,z<-1
677,2024|2017|2020|2016|2017|2024|2024|2018|2020|2022,z<-1
678,2022|2017|2020|2023|2021|2024|2021|2019|2020|2022,z<-1
679,2018|2024|2017|2023|2023|2023|2019|2019|2025|2016,z<-1
680,2017|2016|2025|2023|2019|2022|2023|2020|2019|2020,z<-1
681,2020|2019|2020|2017|2020|2022|2025|2017|2016|2019,z<-1
682,2020|2017|2019|2021|2018|2018|2020|2023|2022|2021,z<-1
683,2025|2021|2017|2022|2017|2019|2025|2022|2020|2016,z<-1
684,2017|2019|2020|2019|2018|2025|2022|2019|2021|2016,z<-1
685,2020|2016|2024|2025|2025|2025|2019|2023|2024|2020,z<-1
686,2024|2016|2025|2017|2023|2018|2023|2024|2024|2019,z<-1
687,2017|2019|2022|2022|2019|2021|2022|2020|2017|2025,z<-1
688,2018|2017|2020|2025|2023|2022|2021|2019|2020|2017,z<-1
689,2016|2022|2019|2018|2024|2018|2019|2020|2020|2022,z<-1
690,2019|2017|2021|2020|2021|2025|2021|2020|2021|2017,z<-1
691,2019|2017|2022|2017|2018|2022|2018|2025|2024|2019,z<-1
692,2016|2024|2024|2025|2024|2023|2023|2019|2020|2018,z<-1
693,2022|2019|2023|2016|2025|2025|2021|2021|2022|2023,z<-1
694,2021|2024|2018|2017|2018|2022|2021|2021|2019|2016,z<-1
695,2021|2017|2025|2018|2024|2016|2018|2025|2024|2022,z<-1
696,2025|2020|2019|2020|2020|2025|2017|2022|2022|2019,z<-1
697,2016|2023|2021|2021|2024|2019|2025|2024|2021|2019,z<-1
698,2021|2021|2019|2020|2019|2024|2018|2025|2022|2016,z<-1
699,2016|2020|2025|2018|2017|2025|2024|2021|2021|2016,z<-1
700,2021|2022|2016|2023|2018|2020|2025|2022|2016|2021,z<-1
701,2019|2025|2022|2019|2024|2016|2017|2017|2018|2023,z<-1
702,2017|2023|2025|2019|2025|2022|2021|2024|2016|2022,z<-1
703,2019|2021|2016|2024|2017|2022|2022|2025|2016|2025,z<-1
704,2019|2017|2016|2016|2021|2025|2025|2019|2025|2022,z<-1
705,2024|2024|2017|2025|2021|2018|2022|2021|2019|2022,z<-1
706,2022|2025|2017|2019|2023|2018|2022|2023|2019|2020,z<-1
707,2019|2022|2022|2021|2016|2019|2018|2022|2020|2019,z<-1
708,2020|2022|2017|2023|2018|2016|2016|2025|2022|2021,z<-1
709,2021|2016|2021|2016|2025|2016|2020|2024|2019|2016,z<-1
710,2018|2016|2019|2025|2017|2018|2019|2018|2020|2018,z<-1
711,2025|2023|2022|2023|2020|2017|2016|2023|2017|2017,z<-1
712,2018|2023|2022|2025|2016|2022|2019|2018|2020|2016,z<-1
713,2017|2020|2022|2024|2022|2025|2019|2020|2017|2019,z<-1
714,2017|2021|2019|2017|2017|2020|2023|2016|2024|2024,z<-1
715,2024|2024|2025|2024|2016|2020|2024|2024|2022|2022,z<-1
716,2017|2021|2023|2016|2021|2017|2016|2016|2025|2024,z<-1
717,2016|2016|2019|2023|2016|2023|2021|2021|2017|2024,z<-1
718,2018|2020|2021|2018|2022|2016|2025|2019|2023|2023,z<-1
719,2021|2016|2019|2017|2019|2017|2020|2017|2024|2022,z<-1
720,2017|2025|2020|2025|2023|2018|2019|2018|2025|2025,z<-1
721,2020|2017|2025|2020|2020|2020|2019|2022|2023|2018,z<-1
722,2018|2025|2019|2019|2020|2021|2016|2020|2019|2024,z<-1
723,2024|2022|2023|2020|2021|2022|2024|2020|2025|2022,z<-1
724,2023|2021|2021|2022|2021|2024|2018|2021|2019|2017,z<-1
725,2016|2024|2021|2022|2023|2016|2025|2017|2018|2019,z<-1
726,2024|2023|2019|2023|2018|2017|2025|2025|2016|2020,z<-1
727,2016|2019|2016|2022|2025|2016|2023|2021|2022|2024,z<-1
728,2017|2024|2020|2024|2025|2019|2025|2019|2023|2017,z<-1
729,2017|2016|2024|2022|2021|2023|2016|2024|2024|2022,z<-1
730,2017|2017|2024|2016|2021|2019|2016|2021|2016|2019,z<-1
731,2018|2023|2024|2021|2021|2021|2021|2022|2017|2019,z<-1
732,2023|2016|2017|2023|2024|2018|2022|2024|2020|2021,z<-1
733,2020|2025|2022|2023|2019|2019|2016|2018|2018|2021,z<-1
734,2018|2016|2024|2024|2023|2025|2016|2017|2024|2023,z<-1
735,2023|2022|2021|2020|2020|2025|2023|2021|2019|2019,z<-1
736,2025|2020|2019|2021|2024|2024|2024|2017|2021|2020,z<-1
737,2022|2025|2021|2017|2022|2020|2023|2017|2020|2024,z<-1
738,2025|2025|2021|2022|2016|2016|2021|2019|2024|2018,z<-1
739,2019|2016|2017|2024|2016|2024|2022|2025|2024|2021,z<-1
740,2024|2022|2016|2016|2021|2025|2018|2024|2017|2021,z<-1
741,2025|2022|2022|2020|2021|2023|2023|2016|2023|2022,z<-1
742,2018|2023|2021|2023|2016|2023|2023|2016|2017|2017,z<-1
743,2024|2019|2022|2022|2023|2025|2016|2019|2021|2020,z<-1
744,2025|2024|2020|2021|2020|2017|2017|2016|2023|2019,z<-1
745,2017|2021|2018|2019|2016|2025|2017|2016|2017|2022,z<-1
746,2018|2016|2017|2018|2019|2017|2023|2025|2022|2017,z<-1
747,2025|2020|2019|2018|2017|2017|2025|2024|2016|2020,z<-1
748,2022|2020|2025|2023|2021|2018|2023|2016|2016|2024,z<-1
749,2022|2016|2016|2022|2022|2017|2022|2018|2024|2022,z<-1
750,2019|2018|2024|2025|2023|2019|2016|2024|2019|2018,z<-1
751,2018|2017|2025|2017|2022|2020|2018|2019|2023|2018,z<-1
752,2023|2021|2021|2021|2023|2020|2017|2023|2016|2017,z<-1
753,2024|2020|2017|2024|2023|2022|2021|2017|2021|2024,z<-1
754,2018|2023|2016|2020|2021|2024|2018|2019|2016|2023,z<-1
