replicate,sampled_years
1723,2023|2016|2018|2025|2018|2017|2017|2023|2019|2019
1724,2021|2024|2021|2018|2020|2025|2017|2024|2019|2023
1725,2020|2022|2019|2016|2023|2023|2020|2025|2021|2017
1726,2018|2020|2025|2020|2016|2025|2023|2020|2023|2025
1727,2016|2022|2023|2018|2016|2023|2018|2025|2025|2021
1728,2019|2024|2019|2022|2021|2022|2021|2018|2018|2017
1729,2024|2022|2022|2019|2017|2025|2023|2017|2021|2016
1730,2019|2021|2016|2022|2018|2018|2017|2024|2022|2018
1731,2017|2024|2024|2020|2020|2023|2019|2018|2024|2022
1732,2017|2022|2021|2023|2021|2017|2021|2018|2016|2019
1733,2021|2022|2024|2020|2018|2019|2023|2023|2016|2018
1734,2019|2021|2017|2019|2017|2016|2018|2019|2021|2024
1735,2022|2017|2021|2019|2020|2024|2022|2017|2022|2020
1736,2021|2017|2025|2016|2022|2025|2023|2019|2017|2021
1737,2021|2019|2024|2023|2024|2023|2023|2021|2019|2019
1738,2023|2024|2018|2024|2023|2024|2020|2021|2025|2018
1739,2025|2023|2018|2025|2021|2019|2024|2018|2016|2018
1740,2022|2025|2024|2025|2020|2016|2017|2022|2019|2018
1741,2020|2024|2023|2016|2016|2017|2019|2017|2023|2025
1742,2020|2019|2023|2020|2019|2017|2019|2025|2018|2024
1743,2024|2025|2020|2020|2020|2025|2022|2016|2023|2017
1744,2022|2025|2018|2024|2024|2017|2016|2020|2019|2024
1745,2016|2022|2016|2017|2023|2023|2020|2024|2017|2022
1746,2025|2019|2022|2020|2021|2017|2021|2022|2022|2022
1747,2016|2024|2017|2022|2021|2025|2021|2020|2021|2025
1748,2020|2024|2022|2023|2018|2021|2019|2018|2020|2017
1749,2016|2020|2024|2018|2025|2018|2018|2018|2022|2021
1750,2020|2018|2017|2016|2021|2016|2024|2020|2018|2023
1751,2020|2025|2022|2023|2016|2020|2016|2021|2024|2018
1752,2023|2022|2023|2020|2022|2017|2023|2018|2022|2020
1753,2023|2018|2017|2025|2016|2020|2023|2019|2020|2025
1754,2025|2019|2020|2019|2017|2017|2018|2020|2021|2019
1755,2021|2023|2019|2018|2019|2016|2017|2021|2021|2019
1756,2017|2020|2019|2023|2018|2017|2016|2022|2022|2025
1757,2019|2023|2018|2025|2021|2018|2017|2025|2016|2016
1758,2018|2016|2018|2024|2022|2020|2025|2018|2021|2016
1759,2020|2017|2025|2023|2016|2020|2016|2020|2025|2021
1760,2023|2023|2017|2024|2023|2020|2025|2023|2019|2022
1761,2024|2021|2021|2025|2018|2021|2025|2020|2025|2022
1762,2019|2021|2017|2020|2019|2024|2024|2016|2024|2018
1763,2019|2025|2017|2018|2021|2019|2019|2020|2021|2021
1764,2016|2025|2022|2016|2023|2021|2019|2023|2020|2017
1765,2017|2023|2024|2024|2019|2017|2024|2024|2016|2018
1766,2023|2016|2024|2020|2016|2023|2023|2022|2016|2019
1767,2016|2020|2025|2022|2019|2025|2022|2016|2022|2016
1768,2020|2018|2017|2019|2019|2016|2023|2022|2025|2023
1769,2017|2019|2018|2023|2022|2019|2023|2018|2016|2016
1770,2019|2021|2023|2016|2018|2020|2017|2022|2018|2016
1771,2019|2018|2022|2022|2022|2017|2023|2024|2021|2016
1772,2019|2017|2023|2016|2016|2022|2023|2025|2021|2021
1773,2018|2023|2020|2025|2017|2020|2021|2024|2022|2021
1774,2016|2021|2023|2020|2019|2017|2019|2017|2016|2025
1775,2024|2019|2020|2021|2019|2024|2019|2018|2022|2017
1776,2016|2016|2024|2019|2018|2024|2023|2017|2025|2021
1777,2017|2022|2020|2019|2025|2020|2024|2016|2023|2022
1778,2016|2021|2021|2025|2024|2025|2021|2019|2020|2022
1779,2016|2017|2018|2022|2017|2025|2023|2020|2019|2023
1780,2024|2016|2019|2024|2019|2020|2023|2020|2021|2017
1781,2023|2024|2022|2022|2024|2020|2021|2023|2023|2016
1782,2018|2018|2016|2017|2020|2021|2020|2023|2023|2020
1783,2020|2020|2018|2023|2017|2022|2023|2020|2016|2021
1784,2019|2016|2022|2025|2024|2022|2018|2021|2022|2025
1785,2017|2020|2017|2020|2024|2016|2018|2020|2022|2016
1786,2019|2023|2025|2018|2016|2024|2022|2023|2021|2019
1787,2019|2020|2021|2018|2020|2019|2019|2018|2023|2020
1788,2020|2023|2018|2025|2017|2020|2018|2025|2017|2023
1789,2019|2020|2023|2021|2022|2020|2017|2022|2017|2024
1790,2023|2021|2018|2020|2021|2021|2021|2025|2017|2022
1791,2021|2021|2024|2016|2019|2020|2021|2024|2021|2019
1792,2023|2022|2018|2017|2016|2024|2024|2022|2023|2017
1793,2019|2019|2021|2025|2017|2020|2022|2016|2023|2025
1794,2024|2019|2016|2023|2018|2016|2022|2023|2020|2021
1795,2019|2017|2020|2019|2020|2020|2023|2020|2021|2021
1796,2024|2022|2023|2024|2016|2021|2017|2025|2024|2018
1797,2025|2022|2018|2016|2019|2018|2021|2019|2023|2016
1798,2025|2016|2020|2023|2021|2021|2022|2016|2025|2023
1799,2020|2021|2020|2024|2022|2018|2016|2016|2023|2016
1800,2025|2018|2017|2017|2016|2020|2022|2025|2016|2023
1801,2020|2022|2025|2018|2025|2022|2017|2025|2024|2018
1802,2016|2022|2023|2020|2023|2025|2018|2023|2017|2019
1803,2019|2018|2017|2021|2016|2023|2019|2019|2021|2021
1804,2016|2023|2020|2019|2023|2018|2023|2023|2019|2025
1805,2019|2023|2016|2024|2022|2023|2019|2020|2022|2025
1806,2017|2025|2025|2021|2022|2021|2021|2016|2017|2025
1807,2018|2019|2018|2016|2022|2017|2025|2025|2020|2019
1808,2025|2023|2021|2016|2021|2020|2017|2019|2019|2023
1809,2018|2024|2025|2024|2022|2023|2022|2024|2020|2019
1810,2017|2024|2021|2016|2024|2021|2020|2019|2018|2021
1811,2021|2019|2025|2017|2025|2018|2024|2024|2017|2017
1812,2025|2024|2020|2023|2019|2025|2017|2023|2025|2016
1813,2023|2016|2023|2024|2023|2024|2021|2025|2020|2022
1814,2022|2023|2024|2022|2020|2021|2018|2017|2019|2024
1815,2017|2024|2018|2019|2024|2022|2017|2019|2023|2021
1816,2023|2024|2016|2025|2025|2023|2017|2022|2025|2024
1817,2024|2024|2022|2019|2025|2020|2019|2022|2018|2019
1818,2025|2018|2024|2021|2017|2016|2022|2020|2021|2024
1819,2020|2016|2020|2016|2022|2018|2020|2016|2020|2019
1820,2023|2023|2017|2021|2025|2020|2020|2025|2019|2016
1821,2016|2016|2022|2021|2019|2018|2023|2018|2018|2020
1822,2017|2016|2024|2024|2017|2022|2025|2025|2020|2018
1823,2020|2023|2018|2024|2020|2023|2020|2023|2017|2018
1824,2016|2025|2018|2018|2023|2017|2017|2018|2020|2025
1825,2022|2021|2016|2023|2019|2019|2019|2024|2016|2017
1826,2024|2023|2020|2025|2022|2023|2021|2017|2024|2022
1827,2017|2021|2019|2025|2016|2018|2024|2021|2023|2016
1828,2023|2019|2025|2022|2021|2018|2022|2025|2017|2022
1829,2017|2023|2022|2023|2025|2025|2017|2020|2021|2025
1830,2018|2016|2017|2020|2020|2021|2019|2021|2016|2020
1831,2024|2021|2025|2024|2024|2024|2023|2016|2019|2017
1832,2022|2024|2020|2018|2016|2019|2019|2024|2023|2020
1833,2018|2018|2018|2018|2024|2023|2025|2024|2019|2024
1834,2016|2022|2022|2022|2022|2017|2017|2021|2019|2016
1835,2018|2016|2018|2021|2023|2020|2021|2017|2019|2018
1836,2017|2019|2023|2023|2016|2019|2020|2023|2017|2020
1837,2023|2018|2016|2023|2025|2019|2017|2020|2025|2022
1838,2022|2025|2019|2018|2022|2025|2017|2018|2022|2020
1839,2021|2022|2023|2022|2022|2023|2016|2022|2020|2018
1840,2018|2021|2021|2021|2024|2022|2023|2017|2023|2018
1841,2018|2019|2019|2021|2024|2017|2022|2020|2023|2016
1842,2023|2022|2017|2017|2022|2017|2016|2023|2025|2024
1843,2018|2024|2025|2022|2020|2017|2024|2020|2022|2020
1844,2025|2020|2024|2023|2025|2025|2025|2022|2017|2023
1845,2016|2017|2024|2019|2022|2016|2020|2016|2019|2023
1846,2018|2021|2018|2019|2022|2017|2021|2023|2024|2025
1847,2023|2023|2025|2018|2019|2022|2017|2025|2024|2022
1848,2019|2021|2017|2024|2019|2020|2020|2018|2023|2021
1849,2021|2017|2025|2022|2019|2019|2019|2024|2023|2024
1850,2016|2018|2025|2019|2018|2024|2018|2017|2025|2017
1851,2024|2024|2021|2018|2018|2025|2025|2019|2019|2022
1852,2023|2019|2019|2020|2020|2019|2016|2024|2023|2021
1853,2025|2017|2022|2021|2021|2024|2025|2016|2017|2025
1854,2018|2024|2022|2020|2019|2024|2025|2016|2022|2023
1855,2022|2021|2016|2022|2024|2024|2017|2016|2022|2025
1856,2017|2017|2022|2017|2019|2020|2023|2017|2024|2019
1857,2020|2019|2017|2020|2019|2025|2017|2022|2024|2021
1858,2023|2020|2016|2019|2025|2024|2018|2019|2018|2022
1859,2016|2023|2023|2016|2021|2022|2024|2024|2017|2024
1860,2020|2020|2023|2024|2016|2024|2025|2025|2019|2021
1861,2024|2021|2021|2025|2024|2023|2023|2016|2022|2019
1862,2016|2018|2018|2017|2025|2016|2025|2021|2021|2021
1863,2017|2025|2016|2018|2021|2018|2023|2023|2016|2025
1864,2021|2022|2018|2016|2019|2021|2019|2019|2018|2020
1865,2021|2023|2021|2019|2020|2020|2022|2025|2023|2022
1866,2019|2019|2025|2021|2017|2025|2018|2022|2022|2020
1867,2023|2025|2017|2020|2024|2020|2021|2016|2021|2020
1868,2018|2018|2024|2016|2020|2022|2023|2021|2024|2020
1869,2019|2016|2024|2020|2020|2025|2016|2022|2025|2016
1870,2025|2023|2016|2016|2017|2025|2019|2023|2017|2024
1871,2024|2025|2025|2024|2016|2020|2018|2016|2025|2017
1872,2020|2025|2019|2025|2016|2022|2022|2024|2023|2018
1873,2024|2019|2021|2017|2016|2023|2017|2019|2017|2020
1874,2025|2017|2017|2023|2018|2016|2022|2025|2017|2025
1875,2022|2021|2024|2021|2025|2019|2016|2018|2024|2017
1876,2022|2024|2019|2020|2023|2025|2018|2022|2016|2023
1877,2017|2024|2020|2019|2021|2024|2017|2023|2021|2016
1878,2019|2023|2022|2016|2020|2024|2017|2024|2020|2025
1879,2024|2022|2016|2025|2019|2023|2024|2024|2025|2023
1880,2025|2018|2025|2020|2021|2017|2017|2019|2016|2022
1881,2016|2024|2019|2023|2025|2017|2021|2025|2024|2025
1882,2024|2021|2016|2022|2024|2021|2020|2025|2018|2019
1883,2017|2019|2017|2023|2023|2023|2025|2022|2025|2018
1884,2022|2021|2018|2016|2025|2025|2017|2021|2016|2016
1885,2019|2023|2023|2016|2024|2017|2020|2022|2020|2021
1886,2022|2017|2016|2021|2021|2019|2022|2022|2017|2022
1887,2019|2025|2022|2022|2021|2024|2018|2018|2025|2019
1888,2019|2023|2016|2023|2023|2024|2020|2023|2017|2018
1889,2020|2020|2024|2022|2018|2020|2016|2017|2017|2016
1890,2024|2020|2021|2018|2024|2021|2021|2023|2025|2019
1891,2022|2020|2023|2016|2019|2018|2024|2016|2024|2020
1892,2023|2024|2022|2019|2024|2019|2023|2020|2016|2025
1893,2016|2016|2024|2017|2022|2023|2017|2019|2019|2023
1894,2016|2016|2022|2022|2025|2020|2020|2020|2016|2021
1895,2024|2016|2017|2024|2022|2024|2016|2016|2020|2016
1896,2023|2021|2025|2025|2019|2021|2024|2019|2024|2023
1897,2016|2018|2024|2022|2024|2017|2019|2019|2022|2024
1898,2025|2022|2020|2024|2017|2022|2019|2017|2017|2016
1899,2025|2018|2019|2020|2019|2022|2024|2018|2023|2016
1900,2023|2016|2018|2022|2021|2017|2019|2018|2016|2020
1901,2022|2017|2021|2019|2019|2025|2019|2018|2020|2025
1902,2025|2024|2025|2024|2024|2016|2019|2019|2023|2017
1903,2024|2018|2023|2020|2023|2016|2017|2018|2018|2024
1904,2020|2019|2024|2022|2025|2025|2016|2016|2023|2023
1905,2017|2020|2017|2024|2020|2021|2023|2020|2017|2021
1906,2021|2025|2018|2023|2018|2023|2021|2018|2019|2021
1907,2017|2021|2023|2018|2016|2020|2024|2018|2022|2022
1908,2017|2021|2019|2022|2022|2025|2018|2019|2019|2018
1909,2017|2021|2020|2023|2024|2018|2017|2021|2024|2020
1910,2019|2018|2023|2020|2024|2025|2024|2016|2018|2023
1911,2018|2016|2016|2024|2016|2025|2023|2025|2019|2018
1912,2019|2025|2017|2023|2016|2019|2025|2016|2022|2016
1913,2018|2017|2018|2016|2017|2017|2018|2018|2016|2022
1914,2021|2019|2024|2023|2016|2019|2017|2022|2016|2023
1915,2019|2025|2019|2016|2019|2020|2023|2017|2016|2024
1916,2025|2018|2018|2021|2024|2024|2020|2019|2016|2024
1917,2019|2025|2021|2017|2018|2023|2021|2023|2017|2025
1918,2022|2023|2020|2020|2021|2024|2020|2025|2016|2025
1919,2020|2016|2022|2025|2024|2016|2017|2021|2017|2025
1920,2020|2019|2021|2020|2020|2016|2020|2025|2023|2021
1921,2023|2022|2022|2023|2019|2019|2020|2023|2024|2016
1922,2017|2024|2024|2020|2017|2018|2019|2025|2022|2017
1923,2019|2024|2016|2020|2021|2025|2021|2016|2021|2025
1924,2020|2022|2024|2022|2018|2022|2022|2018|2020|2022
1925,2023|2018|2019|2020|2018|2025|2021|2017|2018|2020
1926,2021|2016|2020|2018|2023|2024|2019|2024|2023|2019
1927,2022|2017|2024|2017|2019|2020|2019|2024|2024|2018
1928,2020|2017|2018|2019|2025|2023|2022|2022|2023|2025
1929,2024|2018|2017|2017|2018|2020|2021|2016|2022|2017
1930,2016|2017|2020|2020|2022|2025|2018|2021|2018|2016
1931,2017|2024|2024|2018|2017|2022|2024|2016|2024|2017
1932,2024|2021|2019|2024|2023|2020|2019|2018|2021|2024
1933,2019|2025|2017|2022|2023|2019|2025|2018|2019|2020
1934,2018|2021|2018|2016|2017|2024|2024|2020|2019|2016
1935,2018|2022|2023|2017|2022|2022|2024|2023|2016|2020
1936,2021|2021|2020|2019|2016|2021|2023|2019|2020|2020
1937,2025|2020|2019|2022|2023|2022|2016|2018|2017|2021
1938,2017|2020|2016|2025|2021|2021|2020|2023|2019|2019
1939,2023|2025|2022|2019|2018|2017|2017|2023|2018|2017
1940,2025|2023|2023|2024|2025|2017|2019|2020|2018|2025
1941,2018|2017|2023|2020|2019|2016|2025|2021|2022|2024
1942,2018|2018|2025|2025|2017|2022|2021|2023|2018|2016
1943,2020|2022|2022|2019|2022|2017|2023|2024|2022|2023
1944,2024|2017|2020|2022|2017|2022|2019|2018|2016|2021
1945,2024|2024|2018|2016|2024|2024|2021|2025|2016|2018
1946,2020|2019|2020|2025|2025|2019|2019|2023|2025|2018
1947,2016|2020|2025|2020|2025|2023|2016|2020|2020|2022
1948,2020|2021|2018|2024|2018|2020|2024|2023|2021|2022
1949,2021|2017|2022|2023|2019|2018|2025|2022|2024|2025
1950,2017|2022|2020|2019|2017|2018|2017|2018|2021|2024
1951,2025|2019|2016|2025|2023|2018|2023|2016|2021|2016
1952,2025|2021|2019|2018|2022|2019|2022|2018|2016|2018
1953,2019|2020|2016|2017|2018|2019|2021|2024|2025|2018
1954,2019|2018|2020|2018|2017|2025|2025|2019|2024|2016
1955,2024|2024|2025|2025|2020|2018|2018|2021|2021|2020
1956,2023|2016|2017|2017|2019|2020|2016|2023|2022|2019
1957,2019|2021|2022|2019|2023|2020|2021|2022|2022|2021
1958,2021|2018|2024|2022|2025|2023|2022|2023|2025|2016
1959,2024|2017|2018|2020|2023|2024|2024|2018|2018|2023
1960,2022|2019|2021|2025|2022|2018|2018|2016|2024|2023
1961,2024|2025|2025|2022|2020|2021|2024|2016|2017|2020
1962,2025|2023|2019|2018|2018|2018|2017|2023|2023|2017
1963,2020|2016|2017|2024|2024|2022|2018|2017|2018|2019
1964,2017|2019|2022|2020|2018|2021|2019|2020|2021|2022
1965,2016|2020|2017|2021|2017|2024|2019|2020|2019|2023
1966,2022|2025|2022|2019|2018|2025|2023|2024|2022|2021
1967,2017|2022|2024|2018|2019|2020|2025|2025|2020|2019
1968,2020|2020|2024|2024|2018|2020|2016|2021|2016|2020
1969,2016|2021|2018|2022|2022|2022|2021|2016|2023|2017
1970,2019|2019|2022|2017|2018|2019|2017|2025|2025|2019
1971,2016|2024|2016|2016|2019|2020|2025|2020|2025|2025
1972,2016|2019|2018|2020|2024|2016|2020|2024|2022|2024
1973,2016|2022|2023|2022|2022|2021|2025|2020|2023|2023
1974,2019|2019|2016|2016|2021|2016|2024|2024|2021|2018
1975,2022|2020|2023|2019|2019|2017|2022|2024|2021|2018
1976,2022|2016|2025|2025|2021|2021|2016|2023|2024|2020
1977,2019|2020|2024|2021|2022|2017|2020|2018|2024|2019
1978,2024|2023|2022|2024|2016|2018|2023|2021|2025|2021
1979,2022|2016|2023|2022|2016|2025|2019|2016|2019|2023
1980,2019|2025|2016|2025|2017|2022|2022|2024|2020|2024
1981,2024|2020|2016|2018|2019|2018|2017|2022|2016|2023
1982,2020|2017|2020|2021|2023|2024|2023|2018|2017|2016
1983,2020|2016|2017|2020|2023|2024|2018|2024|2024|2017
1984,2016|2016|2025|2023|2017|2018|2019|2023|2019|2021
1985,2025|2020|2021|2022|2017|2025|2016|2020|2021|2016
1986,2019|2024|2025|2023|2021|2019|2016|2021|2025|2025
1987,2019|2024|2024|2023|2025|2017|2017|2021|2017|2017
1988,2019|2020|2021|2023|2021|2025|2016|2016|2023|2020
1989,2017|2020|2020|2017|2025|2025|2023|2023|2022|2023
1990,2017|2023|2022|2021|2016|2024|2016|2019|2025|2024
1991,2017|2025|2020|2025|2020|2020|2021|2018|2020|2021
1992,2025|2022|2020|2023|2017|2022|2022|2018|2016|2021
1993,2025|2025|2022|2016|2018|2023|2019|2025|2023|2019
1994,2020|2018|2022|2022|2021|2025|2019|2022|2020|2020
1995,2025|2022|2018|2025|2022|2016|2021|2023|2020|2016
1996,2023|2016|2024|2024|2017|2024|2022|2019|2017|2019
1997,2024|2023|2025|2023|2023|2017|2017|2017|2025|2024
1998,2017|2020|2023|2021|2022|2019|2016|2017|2019|2018
1999,2022|2023|2023|2022|2017|2019|2024|2016|2023|2021
